name,id,numeric_id,template,type,railtype,year,end_year,service,cars,power,secondary_power,cyl_d,cyl_len,cyl_n,steam_psi,rpm,wheel_d,ihp,weight,tender_weight,loading_speed,tractive_effort,te_coeff,speed,speed_conf,length,scale_len,width,height,capacity,voxel_size,ttd_len,tender,articulated_lengths,effect_unit,manual_lengths,manual_ttd_len,layout,pantograph_unit,new_sprites,reuse_sprites,animated,replace_last_wagon,vehicle_life,lifespan,run_cost_penalty,purchase_penalty,speed_cost_factor,power_cost_factor,te_cost_factor,year_multiplier,capacity_factor,type_run_cost,type_purchase_cost,cost,running_cost,cost_gbp,run_cost_gbp,double_headed,dvt,tilting,multiple_working,requires_second_power_car,enable_param,intro_month,cargo_age_period,cargo_handling,default_cargo,era_id,category,era_cat,power_class,power_text,units_text,bio,brake_text,additional_text
"BRCW Class 26 ""Teacup""",brcw_class_26,308,locomotive,diesel,RAIL,1958,1959,1994,,1160,,,,,,,,,78.7,,,187,0.24,80,,15.47,15.47,,3.86,0,152x0x57,9,,"2,5,2",,,,,,,,,,30,32,,,16,5.8,9.35,0.92,0,1,2,82,90,"$64,063","$7,313",,,,,,,10,,,,dsl,Mixed Traffic,dsl_Mixed Traffic,diesel_RAIL,{BLACK}Powered by: {GOLD}Diesel,,"The Class 26 ""Teacup"" (so named for its idling sound) was an early Type 2 locomotive, small diesels with engine output between 800 and 1,250 hp.",,"{BLACK}Powered by: {GOLD}Diesel {}{SILVER}The Class 26 ""Teacup"" (so named for its idling sound) was an early Type 2 locomotive, small diesels with engine output between 800 and 1,250 hp."
"EE Class 23 ""Baby Deltic""",baby_deltic,310,locomotive,diesel,RAIL,1959,1959,1971,,1100,,,,,,,,,75.2,,,209,0.28,75,,16,16,,3.86,0,152x0x57,9,,"2,5,2",,,,,,,,,,26,8,,,15,5.5,10.45,0.92,0,1,2,81,89,"$63,281","$7,231",,,,,,,11,,,,dsl,Mixed Traffic,dsl_Mixed Traffic,diesel_RAIL,{BLACK}Powered by: {GOLD}Diesel,,"The Class 23 uses a smaller version of the Napier Deltic engine fitted to the Class 55, leading to its nickname of ""Baby Deltic"".",,"{BLACK}Powered by: {GOLD}Diesel {}{SILVER}The Class 23 uses a smaller version of the Napier Deltic engine fitted to the Class 55, leading to its nickname of ""Baby Deltic""."
AEI Class 81 (AL1),aei_class_81,312,locomotive,electric,ELRL,1959,1964,1991,,3388,,,,,,,,,80.9,,,222,0.27,100,,17.22,17.22,,3.77,0,164x0x56,10,,"4,2,4",,,,,,,,,,27,28,,,20,16.94,11.1,0.92,0,0.85,2.3,142,107,"$110,938","$8,694",,,,,,,12,,,,dsl,Express (Electric),dsl_Express (Electric),electric_ELRL,{BLACK}Powered by: {GOLD}25kV AC,,"Built by Associated Electrical Industries, the Class 81 was British Railways' first AC electric locomotive. Two types were envisioned, but all delivered were geared for 100mph passenger and express freight usage.",,"{BLACK}Powered by: {GOLD}25kV AC {}{SILVER}Built by Associated Electrical Industries, the Class 81 was British Railways' first AC electric locomotive. Two types were envisioned, but all delivered were geared for 100mph passenger and express freight usage."
"EE Class 37 ""Tractor""",ee_class_37,314,locomotive,diesel,RAIL,1960,1965,,,1750,,,,,,,,,102,,,247,0.24,90,,18.75,18.75,2.71,3.89,0,186x40x58,11,,"4,3,4",,,,,,,,,,42,,,,18,8.75,12.35,0.92,0,1,2,101,108,"$78,906","$8,775",,,,,,,1,,,,dsl,Freight,dsl_Freight,diesel_RAIL,{BLACK}Powered by: {GOLD}Diesel,,"The Class 37 (English Electric Type 3) is widely used, especially in Scotland where the high power, low axle load and lack of need for electrification make it ideal for hauling long trains in the Highlands.",,"{BLACK}Powered by: {GOLD}Diesel {}{SILVER}The Class 37 (English Electric Type 3) is widely used, especially in Scotland where the high power, low axle load and lack of need for electrification make it ideal for hauling long trains in the Highlands."
"Sulzer Class 45 ""Peak""",sulzer_class_45,316,locomotive,diesel,RAIL,1960,1962,1989,,2500,,,,,,,,,135,,,245,0.18,90,,20.7,20.7,,3.91,0,198x0x58,12,,"4,4,4",,,,,,,,,,30,25,,,18,12.5,12.25,0.92,0,1,2,109,117,"$85,156","$9,506",,,,,,,2,,,,dsl,Express,dsl_Express,diesel_RAIL,{BLACK}Powered by: {GOLD}Diesel,,The Sulzer Peaks served express passenger trains on the Midland Main Line until the introduction of the HST.,,{BLACK}Powered by: {GOLD}Diesel {}{SILVER}The Sulzer Peaks served express passenger trains on the Midland Main Line until the introduction of the HST.
"BRCW Class 33 ""Crompton""",brcw_class_33,318,locomotive,diesel,RAIL,1960,1962,,,1550,,,,,,,,,74.2,,,200,0.27,85,,15.47,15.47,,3.86,0,152x0x57,9,,"2,5,2",,,,,,,,,,30,,,,17,7.75,10,0.92,0,1,2,90,98,"$70,313","$7,963",,,,,,,3,,,,dsl,Mixed Traffic,dsl_Mixed Traffic,diesel_RAIL,{BLACK}Powered by: {GOLD}Diesel,,"The Class 33 was built without carriage heating, using the space for an 8 cylinder engine. This meant it was used for tourist-loaded passenger trains in summer, and freight in winter.",,"{BLACK}Powered by: {GOLD}Diesel {}{SILVER}The Class 33 was built without carriage heating, using the space for an 8 cylinder engine. This meant it was used for tourist-loaded passenger trains in summer, and freight in winter."
"BR Class 35 ""Hymek""",br_class_35_hymek,320,locomotive,diesel,RAIL,1961,1964,1975,,1700,,,,,,,,,76.2,,,207,0.27,90,,15.76,15.76,,3.91,0,152x0x58,9,,"2,5,2",,,,,,,,,,30,10,,,18,8.5,10.35,0.92,0,1,2,95,103,"$74,219","$8,369",,,,,,,4,,,,dsl,Mixed Traffic,dsl_Mixed Traffic,diesel_RAIL,{BLACK}Powered by: {GOLD}Diesel,,"The Hymeks were named for their hydraulic transmission. Sadly this also caused their early withdrawal, with BR viewing diesel-hydraulics as non-standard.",,"{BLACK}Powered by: {GOLD}Diesel {}{SILVER}The Hymeks were named for their hydraulic transmission. Sadly this also caused their early withdrawal, with BR viewing diesel-hydraulics as non-standard."
"BR Class 52 ""Western""",br_class_52_western,322,locomotive,diesel,RAIL,1961,1964,1977,,2000,,,,,,,,,110,,,297,0.27,90,,20.73,20.73,,3.96,0,198x0x59,12,,"4,4,4",,,,,,,,,,30,12,,,18,10,14.85,0.92,0,1,2,109,117,"$85,156","$9,506",,,,,,,5,,,,dsl,Mixed Traffic,dsl_Mixed Traffic,diesel_RAIL,{BLACK}Powered by: {GOLD}Diesel,,"The Class 52 was the most powerful of the Western Region's diesel-hydraulic locomotives, pushing the limits of what 1960s transmission technology could achieve.",,"{BLACK}Powered by: {GOLD}Diesel {}{SILVER}The Class 52 was the most powerful of the Western Region's diesel-hydraulic locomotives, pushing the limits of what 1960s transmission technology could achieve."
"Sulzer Class 25 ""Rat""",sulzer_class_25,324,locomotive,diesel,RAIL,1961,1967,1987,,1250,,,,,,,,,74.2,,,170,0.23,90,,15.39,15.39,,3.86,0,152x0x57,9,,"2,5,2",,,,,,,,,,40,22,,,18,6.25,8.5,0.92,0,1,2,85,93,"$66,406","$7,556",,,,,,,6,,,,dsl,Freight,dsl_Freight,diesel_RAIL,{BLACK}Powered by: {GOLD}Diesel,,"The Class 25 locomotives became known as ""Rats"" because they were found all over the British Rail network.",,"{BLACK}Powered by: {GOLD}Diesel {}{SILVER}The Class 25 locomotives became known as ""Rats"" because they were found all over the British Rail network."
"Brush Class 47 ""Spoon""",brush_class_47,326,locomotive,diesel,RAIL,1962,1968,,,2750,,,,,,,,,114,,,245,0.21,95,,19.38,19.38,,3.9,0,186x0x58,11,,"4,3,4",,,,,,,,,,33,,,,19,13.75,12.25,0.92,0,1,2,114,122,"$89,063","$9,913",,,,,,,7,,,,dsl,Freight,dsl_Freight,diesel_RAIL,{BLACK}Powered by: {GOLD}Diesel,,"The Class 47 diesel-electric arose from BR's desire for a lighter Type 4 (over 2000hp) locomotive, without using the diesel-hydraulic technology favoured by the Western Region.",,"{BLACK}Powered by: {GOLD}Diesel {}{SILVER}The Class 47 diesel-electric arose from BR's desire for a lighter Type 4 (over 2000hp) locomotive, without using the diesel-hydraulic technology favoured by the Western Region."
Clayton Class 17,clayton_class_17,328,locomotive,diesel,RAIL,1962,1965,1971,,900,,,,,,,,,69,,,178,0.26,60,,15.4,15.4,,3.86,0,152x0x57,9,,"2,5,2",,,,,,,,,,14,8,,,12,4.5,8.9,0.92,0,1,2,68,76,"$53,125","$6,175",,,,,,,8,,,,dsl,Cheap,dsl_Cheap,diesel_RAIL,{BLACK}Powered by: {GOLD}Diesel,,"The Class 17 attempted to solve the problems of visibility from a single cab. It had an unsuccessful life beset by engine reliability problems, and all examples were withdrawn early.",,"{BLACK}Powered by: {GOLD}Diesel {}{SILVER}The Class 17 attempted to solve the problems of visibility from a single cab. It had an unsuccessful life beset by engine reliability problems, and all examples were withdrawn early."
"BR Class 14 ""Teddy Bear""",br_class_14,330,locomotive,diesel,RAIL,1964,1965,1984,,650,,,,,,,,,48.5,,,137,0.28,40,,10.3,10.3,,,0,102x0x0,6,,"2,2,2",,,,,,,,1,,18,16,,,8,3.25,6.85,0.91,0,1,2,50,59,"$39,063","$4,794",,,,,,,9,,,,dsl,Cheap,dsl_Cheap,diesel_RAIL,{BLACK}Powered by: {GOLD}Diesel,,"BR envisaged a need  for small diesel locomotives to run short-distance freight trains, but by the end of the 1960s this need had evaporated. The Class 14s were sold to industry, and saw continued use on private railways.",,"{BLACK}Powered by: {GOLD}Diesel {}{SILVER}BR envisaged a need  for small diesel locomotives to run short-distance freight trains, but by the end of the 1960s this need had evaporated. The Class 14s were sold to industry, and saw continued use on private railways."
BR Class 73 (JB),br_class_73,332,locomotive,dual_power,RAIL,1965,1967,,,1420,600,,,,,,,,76.3,,,186,0.24,80,,16.36,16.36,,,0,164x0x0,10,,"4,2,4",,,,,,,,,,33,,,,16,7.1,9.3,0.91,0,0.9,2.5,106,81,"$82,813","$6,581",,,,,,,10,,,,dsl,,dsl_,dual_power_RAIL,{BLACK}Powered by: {GOLD}750V DC / Diesel,,"The Class 73 is a dual-power locomotive, running at full power when connected to a third rail supply but carrying a small diesel engine for running on non-electrified track.",,"{BLACK}Powered by: {GOLD}750V DC / Diesel {}{SILVER}The Class 73 is a dual-power locomotive, running at full power when connected to a third rail supply but carrying a small diesel engine for running on non-electrified track."
BR Class 86 (AL6),br_class_86,334,locomotive,electric,ELRL,1965,1966,,,3600,,,,,,,,,82,,,267,0.33,100,,17.83,17.83,,3.77,0,164x0x56,10,,"4,2,4",,,,,,,,,,37,,,,20,18,13.35,0.91,0,0.85,2.3,150,113,"$117,188","$9,181",,,,,,,11,,,,dsl,Express (Electric),dsl_Express (Electric),electric_ELRL,{BLACK}Powered by: {GOLD}25kV AC,,"The Class 86 (originally AL6) was BR's first standard electric locomotive, incorporating experience from prototypes such as the Class 81.",,"{BLACK}Powered by: {GOLD}25kV AC {}{SILVER}The Class 86 (originally AL6) was BR's first standard electric locomotive, incorporating experience from prototypes such as the Class 81."
"EE Class 50 ""Hoover""",ee_class_50_hoover,336,locomotive,diesel,RAIL,1967,1968,1994,,2700,,,,,,,,,117,,,216,0.18,100,,20.88,20.88,,3.89,0,198x0x58,12,,"4,4,4",,,,,,,,,,30,23,,,20,13.5,10.8,0.91,0,1,2,112,119,"$87,500","$9,669",,,,,,,12,,,,dsl,Express,dsl_Express,diesel_RAIL,{BLACK}Powered by: {GOLD}Diesel,,"The Class 50 hauled express services on the West Coast Main Line until electrification, at which point they were used to replace diesel-hydraulic engines in the Western Region.",,"{BLACK}Powered by: {GOLD}Diesel {}{SILVER}The Class 50 hauled express services on the West Coast Main Line until electrification, at which point they were used to replace diesel-hydraulic engines in the Western Region."
BREL Class 87,brel_class_87,338,locomotive,electric,ELRL,1973,1975,2006,,5000,,,,,,,,,81,,,258,0.32,110,,17.83,17.83,,3.77,0,164x0x56,10,,"4,2,4",,,,,,,,,,30,29,,,22,20,12.9,0.90,0,0.85,2.3,158,118,"$123,438","$9,588",,,,,,,1,,,,lbr,Express (Electric),lbr_Express (Electric),electric_ELRL,{BLACK}Powered by: {GOLD}25kV AC,,"The Class 87 was a further development of the Class 86 with even more power and performance, serving as the flagship of the British Rail electric fleet.",,"{BLACK}Powered by: {GOLD}25kV AC {}{SILVER}The Class 87 was a further development of the Class 86 with even more power and performance, serving as the flagship of the British Rail electric fleet."
BREL Class 43 HST,br_class_43,340,locomotive,diesel,RAIL,1975,1982,2021,,1770,,,,,,,,,70.25,,,160,0.23,125,,17.79,17.79,,,0,164x0x0,10,,"4,2,4",,,,,,,,,,35,42,,,25,8.85,8,0.90,0,1,2,105,112,"$82,031","$9,100",1,,,,1,,2,,,,lbr,Express,lbr_Express,diesel_RAIL,{BLACK}Powered by: {GOLD}Diesel,,"The Class 43 HST is a high-speed diesel-electric locomotive, also known as the Intercity 125 for its 125mph service speed and intended use on long routes between cities.",,"{BLACK}Powered by: {GOLD}Diesel {}{SILVER}The Class 43 HST is a high-speed diesel-electric locomotive, also known as the Intercity 125 for its 125mph service speed and intended use on long routes between cities."
"BREL Class 56 ""Grid""",brel_class_56,342,locomotive,diesel,RAIL,1976,1984,,,3250,,,,,,,,,125,,,275,0.22,80,,19.35,19.35,,3.89,0,186x0x58,11,,"4,3,4",,,,,,,,,,30,,,,16,16.25,13.75,0.90,0,1,2,114,122,"$89,063","$9,913",,,,,,,3,,,,lbr,Freight,lbr_Freight,diesel_RAIL,{BLACK}Powered by: {GOLD}Diesel,,"The Class 56 is designed for heavy freight work. It contains many improvements to the electric drivetrain compared to earlier diesel-electric locomotives, making it more reliable and easier to operate.",,"{BLACK}Powered by: {GOLD}Diesel {}{SILVER}The Class 56 is designed for heavy freight work. It contains many improvements to the electric drivetrain compared to earlier diesel-electric locomotives, making it more reliable and easier to operate."
"BREL Class 58 ""Bone""",brel_class_58,344,locomotive,diesel,RAIL,1983,1987,,,3300,,,,,,,,,130,,,267,0.21,80,,19.13,19.13,,3.91,0,186x0x58,11,,"4,3,4",,,,,,,,,,30,,,,16,16.5,13.35,0.89,0,1,2,113,120,"$88,281","$9,750",,,,,,,4,,,,lbr,Freight,lbr_Freight,diesel_RAIL,{BLACK}Powered by: {GOLD}Diesel,,"The Class 58 used a modular design with replaceable modules mounted to an underframe. It was nicknamed ""Bone"" after the narrow central section.",,"{BLACK}Powered by: {GOLD}Diesel {}{SILVER}The Class 58 used a modular design with replaceable modules mounted to an underframe. It was nicknamed ""Bone"" after the narrow central section."
EMD Class 59,emd_class_59,346,locomotive,diesel,RAIL,1985,1995,,,3300,,,,,,,,,126,,,290,0.23,75,,21.4,21.4,,3.91,0,214x0x58,13,,"4,5,4",,,,,,,,,,30,,,,15,16.5,14.5,0.89,0,1,2,113,120,"$88,281","$9,750",,,,,,,5,,,,lbr,Freight,lbr_Freight,diesel_RAIL,{BLACK}Powered by: {GOLD}Diesel,,"The Class 59 is the first US-built locomotive to operate in mainland Great Britain. It is derived from the SD40, with a British cab layout.",,"{BLACK}Powered by: {GOLD}Diesel {}{SILVER}The Class 59 is the first US-built locomotive to operate in mainland Great Britain. It is derived from the SD40, with a British cab layout."
"BR Class 89 ""Badger""",br_class_89,347,locomotive,electric,ELRL,1986,,2001,,5850,,,,,,,,,105,,,209,0.20,125,,19.79,19.79,2.73,3.8,,198x40x57,12,,"4,4,4",,,,,,,,,,24,11,15,-30,25,20,10.45,0.89,0,0.85,2.3,126,132,"$98,438","$10,725",,,,,,,5,,,,lbr,Express,lbr_Express,electric_ELRL,{BLACK}Powered by: {GOLD}25kV AC,,"The Class 89 was a prototype express locomotive; unfortunately the specification changed after the prototype was built, and only a single example was completed. It was withdrawn from service twice after major breakdowns.",,"{BLACK}Powered by: {GOLD}25kV AC {}{SILVER}The Class 89 was a prototype express locomotive; unfortunately the specification changed after the prototype was built, and only a single example was completed. It was withdrawn from service twice after major breakdowns."
BREL Class 90,brel_class_90,348,locomotive,electric,ELRL,1987,1990,,,5000,,,,,,,,,84.5,,,258,0.31,110,,18.75,18.75,,3.96,0,186x0x59,11,,"4,3,4",,,,,,,,,,30,,,,22,20,12.9,0.88,0,0.85,2.3,154,115,"$120,313","$9,344",,,,,,,6,,,,lbr,Express,lbr_Express,electric_ELRL,{BLACK}Powered by: {GOLD}25kV AC,,"The Class 90 is a powerful electric locomotive. Initially used for Intercity express services, several were also used for freight.",,"{BLACK}Powered by: {GOLD}25kV AC {}{SILVER}The Class 90 is a powerful electric locomotive. Initially used for Intercity express services, several were also used for freight."
BREL Class 91,brel_class_91,350,locomotive,electric,ELRL,1988,1991,,,6480,,,,,,,,,81.5,,,190,0.23,140,,19.4,19.4,,,0,186x0x0,11,,"4,3,4",,,,,,,,,,27,,,,28,20,9.5,0.88,0,0.85,2.3,161,120,"$125,781","$9,750",,,,,,,7,,,,lbr,Express (Electric),lbr_Express (Electric),electric_ELRL,{BLACK}Powered by: {GOLD}25kV AC,,"The Class 91 is a high speed electric locomotive, designed for Intercity 225 services.",,"{BLACK}Powered by: {GOLD}25kV AC {}{SILVER}The Class 91 is a high speed electric locomotive, designed for Intercity 225 services."
Driving Van Trailer,brel_class_91_dvt,352,locomotive,electric,ELRL,1988,1991,,,100,,,,,,,,,40,,,5,0.01,140,,19.4,19.4,,,0,186x0x0,11,,"4,3,4",,,,,,,,,,27,,-35,-60,28,0.5,0.25,0.88,0,0.85,2.3,24,30,"$18,750","$2,438",1,1,,,,,7,,,,lbr,Express (Electric),lbr_Express (Electric),electric_ELRL,{BLACK}Powered by: {GOLD}25kV AC,,"This driving van trailer can be used with other electric locomotives, either as a leading or trailing vehicle. It is recommended for use with the Class 91.",,"{BLACK}Powered by: {GOLD}25kV AC {}{SILVER}This driving van trailer can be used with other electric locomotives, either as a leading or trailing vehicle. It is recommended for use with the Class 91."
"Brush Class 60 ""Tug""",brush_class_60,354,locomotive,diesel,RAIL,1989,,,,3100,,,,,,,,,129,,,474,0.37,60,,21.34,21.34,2.64,3.95,0,214x39x59,13,,"4,5,4",,,,,,,,,,30,,,,12,15.5,20,0.88,0,1,2,116,122,"$90,625","$9,913",,,,,,,9,,,,lbr,Freight,lbr_Freight,diesel_RAIL,{BLACK}Powered by: {GOLD}Diesel,,"The Brush Class 60 is a Type 5 diesel, designed for high power and tractive effort to haul heavy freight trains.",,"{BLACK}Powered by: {GOLD}Diesel {}{SILVER}The Brush Class 60 is a Type 5 diesel, designed for high power and tractive effort to haul heavy freight trains."
MaK Class 21/9,mak_class_21,355,locomotive,diesel,RAIL,1990,,,,1270,,,,,,,,,90,,,170,0.19,62,,14.4,14.4,,,,136x0x0,8,,"2,4,2",,,,,,,,,,34,,,-16,12.4,6.35,8.5,0.88,0,1,2,53,76,"$41,406","$6,175",,,,,,,6,,,,lbr,Cheap,lbr_Cheap,diesel_RAIL,{BLACK}Powered by: {GOLD}Diesel,,"Eurotunnel bought five MaK DE 1004 locomotives for use within the tunnel as service trains, later expanding the fleet with similar DE6400 locomotives bought from DB Schenker Nederland. When running on the UK mainline they are classified as Class 21/9.",,"{BLACK}Powered by: {GOLD}Diesel {}{SILVER}Eurotunnel bought five MaK DE 1004 locomotives for use within the tunnel as service trains, later expanding the fleet with similar DE6400 locomotives bought from DB Schenker Nederland. When running on the UK mainline they are classified as Class 21/9."
"ABB Class 92 ""Caravan""",abb_class_92,356,locomotive,dual_electric,DUAL_POWER,1993,1996,,,6760,5360,,,,,,,,126,,,360,0.29,87,,21.36,21.36,,,0,214x0x0,13,,"4,5,4",,,,,abb_class_92,,,,,24,,,,17.4,20,18,0.88,0,0.85,2.4,161,115,"$125,781","$9,344",,,,,,,10,,,,lbr,Freight,lbr_Freight,dual_electric_DUAL_POWER,{BLACK}Powered by: {GOLD}25kV AC / 750V DC,,The Class 92 was designed to operate services through the Channel Tunnel. It can run on both the Southern Region third rail system and overhead wires.,,{BLACK}Powered by: {GOLD}25kV AC / 750V DC {}{SILVER}The Class 92 was designed to operate services through the Channel Tunnel. It can run on both the Southern Region third rail system and overhead wires.
EMD Class 66,emd_class_66,358,locomotive,diesel,RAIL,1998,2015,,,3300,,,,,,,,,129.6,,,260,0.20,75,,21.4,21.4,,3.9,0,214x0x58,13,,"4,5,4",,,,,,,,,,30,,,,15,16.5,13,0.87,0,1,2,107,113,"$83,594","$9,181",,,,,,,11,,,,prv,Freight,prv_Freight,diesel_RAIL,{BLACK}Powered by: {GOLD}Diesel,,"After the successful introduction of the Class 59, EWS approached GM's Electro-Motive diesel with a huge order of 250 locomotives which would become Class 66.",,"{BLACK}Powered by: {GOLD}Diesel {}{SILVER}After the successful introduction of the Class 59, EWS approached GM's Electro-Motive diesel with a huge order of 250 locomotives which would become Class 66."
"Brush Class 57 ""Bodysnatcher""",brush_class_57,360,locomotive,diesel,RAIL,1998,2004,,,3000,,,,,,,,,120.6,,,250,0.21,95,,19.38,19.38,,3.9,0,186x0x58,11,,"4,3,4",,,,,,,,,,30,,,,19,15,12.5,0.87,0,1,2,112,118,"$87,500","$9,588",,,,,,,12,,,,prv,Freight,prv_Freight,diesel_RAIL,{BLACK}Powered by: {GOLD}Diesel,,"The Class 57 is a re-engineered locomotive using Class 47 bodyshells and parts, giving rise to its ""Bodysnatcher"" nickname.",,"{BLACK}Powered by: {GOLD}Diesel {}{SILVER}The Class 57 is a re-engineered locomotive using Class 47 bodyshells and parts, giving rise to its ""Bodysnatcher"" nickname."
"Alstom Class 67 ""Skip""",br_class_67,362,locomotive,diesel,RAIL,1999,2000,,,3200,,,,,,,,,88,,,144,0.16,125,,19.71,19.71,,3.93,0,198x0x58,12,,"4,4,4",,,,,,,,,,30,,,,25,16,7.2,0.87,0,1,2,115,122,"$89,844","$9,913",,,,,,,1,,,,prv,Freight,prv_Freight,diesel_RAIL,{BLACK}Powered by: {GOLD}Diesel,,"The Class 67 is a high speed freight locomotive designed for mail service. It uses EMD engines, generators and traction motors.",,"{BLACK}Powered by: {GOLD}Diesel {}{SILVER}The Class 67 is a high speed freight locomotive designed for mail service. It uses EMD engines, generators and traction motors."
GE Class 70,ge_class_70,364,locomotive,diesel,RAIL,2008,2017,,,3690,,,,,,,,,129,,,330,0.26,75,,21.27,21.27,,3.91,0,198x0x58,12,,"4,4,4",,,,,,,,,,30,,,,15,18.45,16.5,0.86,0,1,2,118,124,"$92,188","$10,075",,,,,,,2,,,,mod,Freight,mod_Freight,diesel_RAIL,{BLACK}Powered by: {GOLD}Diesel,,"The General Electric Class 70 is designed with crash safety in mind, hence the bonnet-like structure at each end.",,"{BLACK}Powered by: {GOLD}Diesel {}{SILVER}The General Electric Class 70 is designed with crash safety in mind, hence the bonnet-like structure at each end."
"Stadler Class 68 ""Warskip""",stadler_class_68,366,locomotive,diesel,RAIL,2013,2016,,,3800,,,,,,,,,85,,,317,0.37,100,,20.5,20.5,,,0,198x0x0,12,,"4,4,4",,,,,,,,,,30,,,,20,19,15.85,0.85,0,1,2,128,134,"$100,000","$10,888",,,,,,,3,,,,mod,Mixed Traffic,mod_Mixed Traffic,diesel_RAIL,{BLACK}Powered by: {GOLD}Diesel,,The Class 68 is a modern mixed traffic disel locomotive with a powerful 16-cylinder Caterpillar engine.,,{BLACK}Powered by: {GOLD}Diesel {}{SILVER}The Class 68 is a modern mixed traffic disel locomotive with a powerful 16-cylinder Caterpillar engine.
Stadler Class 88,stadler_class_88,368,na,dual_power,RAIL,2015,2016,,,5400,940,,,,,,,,86,,,317,0.37,100,,20.5,20.5,,,0,198x0x0,12,,"4,4,4",,,,,,,,,,30,,,,20,20,15.85,0.85,0,0.9,2.5,164,119,"$128,125","$9,669",,,,,,,4,,,,mod,Freight (Electric),mod_Freight (Electric),dual_power_RAIL,{BLACK}Powered by: {GOLD}750V DC / Diesel,,,,{BLACK}Powered by: {GOLD}750V DC / Diesel {}{SILVER}
NER Autocar,ner_autocar,420,multiple_unit,petrol,RAIL,1903,,1940,1,85,,,,,,,,,35,,5,45,0.13,40,,16.7,16.7,2.59,3.98,48,164x38x59,10,,"4,2,4",,,,ner_autocar,,1,,,,17,33,-15,-10,8,0.425,2.25,1.00,1.6,1.05,1.425,18,40,"$14,063","$3,250",,,,clerestory_carriage,,,5,185,,PASS,edw,DMU (Cheap),edw_DMU (Cheap),petrol_RAIL,{BLACK}Powered by: {GOLD}Petrol,,The NER Autocar is a petrol-electric railcar with a petrol engine driving two electric motors. It was the first use of an internal combustion engine in a railway vehicle.,,{BLACK}Powered by: {GOLD}Petrol {}{SILVER}The NER Autocar is a petrol-electric railcar with a petrol engine driving two electric motors. It was the first use of an internal combustion engine in a railway vehicle.
LNWR Electric Unit,lnwr_emu,422,multiple_unit,electric,THIRD_RAIL,1914,,1960,3,1000,,,,,,,,,117,,5,112,0.10,60,,,17.7,,,45,164x0x0,10,,"4,2,4",,,,"lnwr_emu,passenger_coach_lnwr,lnwr_emu_rear",,"1,0,1",,,,25,42,-10,-15,12,5,5.6,0.98,4.5,0.85,1.725,51,61,"$39,844","$4,956",,,,,,,6,185,,PASS,edw,EMU,edw_EMU,electric_THIRD_RAIL,{BLACK}Powered by: {GOLD}750V DC,{BLACK}Cars: {GOLD}3,"The LNWR built electric multiple units for its inner suburban London routes, sharing track with the Bakerloo and District lines.",,"{BLACK}Powered by: {GOLD}750V DC {BLACK}Cars: {GOLD}3{}{SILVER}The LNWR built electric multiple units for its inner suburban London routes, sharing track with the Bakerloo and District lines."
Southern Railway 5-BEL,sr_5bel,424,multiple_unit,electric,THIRD_RAIL,1932,,1972,5,1800,,,,,,,,,253,,5,145,0.06,75,,20.11,20.11,,,33,198x0x0,12,,"4,4,4",,,,"sr_5bel,passenger_coach_pullman,passenger_coach_pullman,passenger_coach_pullman,sr_5bel_rear",,"1,0,0,0,1",,,,28,36,-10,-10,15,9,7.25,0.96,5.5,0.85,1.725,75,78,"$58,594","$6,338",,,,,,,7,260,,PASS,big4,EMU (Express),big4_EMU (Express),electric_THIRD_RAIL,{BLACK}Powered by: {GOLD}750V DC,{BLACK}Cars: {GOLD}5,"The Southern Railway's ""Brighton Belle"" used Pullman coaches and remained in use well into the BR era.",{YELLOW}40% Bonus for long distance travel{},"{BLACK}Powered by: {GOLD}750V DC {BLACK}Cars: {GOLD}5{}{YELLOW}40% Bonus for long distance travel{}{SILVER}The Southern Railway's ""Brighton Belle"" used Pullman coaches and remained in use well into the BR era."
Southern Railway 4-COR,sr_4cor,426,multiple_unit,electric,THIRD_RAIL,1937,1938,1972,4,900,,,,,,,,,160.8,,5,120,0.07,75,,20,20,,,57,198x0x0,12,,"4,4,4",,,,"sr_4cor,sr_4cor_mid,sr_4cor_mid,sr_4cor_rev",,"1,1,0,1",,,,36,31,-10,-15,15,4.5,6,0.95,7.6,0.85,1.725,61,70,"$47,656","$5,688",,,,,,,8,185,,PASS,big4,EMU,big4_EMU,electric_THIRD_RAIL,{BLACK}Powered by: {GOLD}750V DC,{BLACK}Cars: {GOLD}4,"The Southern Railway was an early pioneer of electrification, with 4-COR units used between London Waterloo and Portsmouth.",,"{BLACK}Powered by: {GOLD}750V DC {BLACK}Cars: {GOLD}4{}{SILVER}The Southern Railway was an early pioneer of electrification, with 4-COR units used between London Waterloo and Portsmouth."
